Visibility,Module,Package,Class,Method/Property name,Kind,Deprecated?,Scylla-only?,Counted to total sum,Priority,Status,Stub anchor,Github issue?,Implemented and waiting as PRs,Merged to master,Comment
public,core,com.datastax.oss.driver.api.core.config,DefaultDriverOption,CONTROL_CONNECTION_AGREEMENT_TIMEOUT,enum-constant,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,DefaultDriverOption,CONTROL_CONNECTION_AGREEMENT_WARN,enum-constant,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,DefaultDriverOption,CONTROL_CONNECTION_RECONNECT_CONTACT_POINTS,enum-constant,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,DefaultDriverOption,PREPARE_ON_ALL_NODES,enum-constant,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,DefaultDriverOption,PREPARE_SKIP_CQL4_METADATA_RESOLVE_METHOD,enum-constant,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,DefaultDriverOption,REPREPARE_ENABLED,enum-constant,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,DefaultDriverOption,REPREPARE_CHECK_SYSTEM_TABLE,enum-constant,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,DefaultDriverOption,REPREPARE_MAX_STATEMENTS,enum-constant,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,DefaultDriverOption,REPREPARE_MAX_PARALLELISM,enum-constant,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,DefaultDriverOption,REPREPARE_TIMEOUT,enum-constant,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,DefaultDriverOption,NETTY_IO_SIZE,enum-constant,0,0,1,T1,host-side,,,,,
public,core,com.datastax.oss.driver.api.core.config,DefaultDriverOption,NETTY_IO_SHUTDOWN_QUIET_PERIOD,enum-constant,0,0,1,T1,host-side,,,,,
